"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50","Sample51","Sample52","Sample53","Sample54","Sample55","Sample56","Sample57","Sample58","Sample59","Sample60"
"Gene1465",-0.4091,-0.5825,0.0286,-0.6782,-0.2195,-0.5244,0.0964,0.2018,-0.2123,0.091,-0.6509,0.152,-0.485,-0.2027,0.5538,0.2459,0.0649,0.2885,-0.6441,-0.4472,-0.2095,0.5622,-0.0065,-0.0895,0.2255,-0.7285,-0.3984,0.1322,0.1526,0.0546,-0.319,-0.0449,0.3393,-0.267,-0.2498,0.3319,-0.254,0.0851,-0.384,0.4151,-0.1634,-0.8021,-0.5693,-0.143,-0.1483,0.1747,0.3814,-0.4485,0.0708,-0.0619,0.0143,-0.6556,0.4249,-0.2792,0.3198,-0.2502,-0.0317,-0.3812,-0.1037,-0.0861
"Gene1466",0.2718,0.2077,-0.1463,-0.1513,-0.6181,0.2455,0.3926,0.341,0.4746,0.2971,-0.2582,0.4225,0.6288,0.3804,-0.3499,0.5587,-0.3273,-0.033,-0.1875,0.101,0.2025,0.0859,-0.5185,-0.7058,0.593,-0.1838,0.2995,0.2432,0.5747,-0.599,0.5744,-0.3577,-0.1499,-0.1228,-0.3557,-0.3003,-0.473,0.2934,0.1776,0.1144,-0.0473,-0.4736,-0.1439,0.0426,-0.1112,0.0591,0.1495,-0.3343,-0.4211,0.2432,-0.1143,-0.1564,-0.3261,0.7494,-0.0958,-0.2748,-0.1693,0.0573,-0.7634,0.2998
"Gene1467",-0.131,-0.8507,-1.0799,-0.248,-0.4854,-0.2671,0.3393,2.0282,0.244,0.1016,0.2374,0.0802,-0.6188,-0.7625,0.7551,0.3513,0.025,0.7868,-0.4484,0.0525,0.5115,1.4691,-0.1531,-0.8539,0.668,-0.8718,0.1827,-0.3958,-0.3,0.4947,-1.1613,0.1336,0.4995,-0.5502,0.7213,0.1793,1.2873,-0.3803,0.028,0.1541,-0.5403,0.6422,-0.3361,0.099,0.2602,1.3039,0.804,-0.391,-0.1675,0.5404,-0.7743,-0.6066,0.4734,0.5197,1.4947,-0.0472,-1.1198,0.0563,0.1478,0.6793
"Gene1468",-0.4712,-0.1273,0.0058,0.092,-0.0593,-0.2259,-0.0409,-0.2765,-0.1207,0.0102,0.1165,0.007,-0.0207,-0.7082,0.2529,0.5201,-0.0894,-0.0311,-0.2165,-0.4123,-0.583,-0.3766,0.0087,0.2171,0.0335,-0.0695,-0.0216,-0.607,0.2496,-0.0658,0.385,-0.1635,-0.2727,0.439,-0.0217,-0.3401,-0.1769,-0.2055,-0.2144,-0.4501,-0.147,-0.111,0.0957,-0.1693,-0.3327,-0.3418,-0.2881,0.3036,0.1177,0.4854,-0.4571,-0.0978,0.2005,0.042,0.2745,-0.2236,-0.191,-0.0605,0.1383,-0.1206
"Gene1469",0.1419,0.9291,-0.2929,-0.108,-0.0945,0.0216,0.3756,0.599,0.5776,-0.5522,-0.1262,-0.3996,0.2604,0.0261,0.1795,0.1192,0.0882,0.0059,0.1446,0.4919,0.3675,0.4447,0.5606,0.0918,0.4789,0.3099,0.1056,0.386,-0.4519,0.426,-0.1019,-0.0509,0.2928,0.4699,-0.1048,0.2158,-0.0319,1.2088,0.2276,0.2454,0.2344,0.4594,0.203,0.0615,0.3135,0.1719,0.0906,0.1433,-0.3397,0.0781,-0.1051,0.7053,-0.8674,0.2193,0.1258,-0.1366,-0.4159,0.407,-0.1903,-0.3745
"Gene1470",-0.9081,0.1333,-0.6433,0.1194,-0.1587,-0.7464,0.1379,0.2753,-0.4466,0.1116,0.4286,0.2243,-0.2645,-0.1566,0.2105,0.3977,0.0395,0.7426,-0.6171,-0.1731,-0.1887,0.059,0.1178,-0.5777,0.5082,-0.6089,-0.3517,0.0522,0.4692,0.662,0.3392,0.315,-0.2873,0.2643,0.375,0.2416,-0.0882,0.5889,-0.8525,0.1407,0.4672,-0.4071,0.2621,-0.5584,0.1851,0.1819,-0.0139,0.1754,0.3887,-0.2646,-0.0961,0.9292,-0.2126,0.3291,-0.3755,-0.6939,0.4638,-0.4494,0.2418,0.3667
"Gene1471",0.3016,-0.4719,0.54,0.2945,-0.5442,-0.8284,-0.0262,0.3044,-0.0107,0.4645,0.2124,-0.2267,0.1486,0.0424,-0.3962,-0.218,0.258,-0.0421,-0.3288,-0.0288,0.4781,0.2839,0.3243,-0.1586,-0.5839,0.4804,-0.0889,0.2412,0.611,0.3012,-0.5888,-0.6265,0.3369,-0.0325,0.6896,-0.4542,-0.5359,0.0533,-0.2755,0.4167,-0.5861,-0.2967,0.1161,-0.5142,0.5762,0.8135,-0.683,-0.0183,-0.15,-0.3649,-0.5237,0.7675,1.0195,0.1157,-0.363,0.521,-0.2235,-0.5254,0.1719,-1.1142
"Gene1472",0.2469,-0.0255,0.4832,-0.0201,0.2871,-0.3097,0.1015,0.5508,0.133,-0.1324,0.2077,0.1653,-0.1718,-0.1407,0.3352,0.0512,-0.4505,-0.5776,0.387,0.5452,0.2833,0.3127,0.499,0.4863,-0.0241,-0.0372,0.0732,0.5232,-0.368,0.4365,0.0802,0.0964,0.4055,-0.118,0.2521,-0.0512,0.3215,0.4033,0.8828,-0.121,0.3098,-0.2559,-0.6597,0.4135,0.2672,-0.3483,0.1788,0.421,0.1564,0.0964,0.0104,-0.1897,0.0678,0.7761,-0.0606,0.3913,0.0531,0.4396,-0.128,0.0603
"Gene1473",0.7535,0.0757,-0.938,0.086,0.2152,0.1767,0.1237,0.0805,-0.2376,-0.8729,-0.2979,-0.8399,0.1341,0.0344,0.5312,-0.6982,0.4751,-0.1882,0.6022,0.9872,0.1563,-1.0239,-0.4634,-0.182,-0.2958,0.7384,0.5068,0.1277,0.2295,-0.0948,-0.3492,0.7074,0.0022,0.2769,-0.0578,-0.1778,-0.6394,-0.1759,0.7363,-0.2108,0.2923,0.5973,-0.234,-0.2299,-0.4042,0.3823,-0.563,-0.1227,-0.1312,-0.3778,-0.6345,0.5318,-1.1667,0.0151,-0.3218,-0.2775,0.0388,0.4673,-0.3424,0.2136
"Gene1474",-0.1086,-0.1089,0.3436,0.1357,0.5303,0.143,0.1729,0.2569,0.0621,-0.1358,0.4565,-0.0218,0.3781,0.3185,0.0311,0.3019,-0.3972,-0.4035,-0.1853,0.4565,0.185,0.3847,-0.1186,0.0354,0.0847,0.2887,0.0429,0.2162,-0.0729,0.0896,0.0239,-0.1923,0.1313,-0.051,-0.1305,0.0591,-0.3182,-0.1895,-0.0079,-0.1245,-0.189,0.0478,0.0158,0.2333,0.0806,-0.0905,-0.188,-0.0423,0.2627,-0.0498,0.126,0.1739,-0.2244,-0.0153,-0.1922,-0.0289,0.329,0.1274,0.0451,-0.1126
"Gene1475",-0.0304,0.1898,-0.3814,0.3861,-0.0416,0.4958,-0.0868,0.3031,-0.2555,-0.0724,-0.1662,0.3721,0.2588,-0.2701,0.1758,-0.0964,0.1494,0.3052,0.2944,-0.3797,-0.3195,-0.1944,-0.0833,0.1759,0.4125,-0.0508,0.2452,-0.395,0.1464,-0.0539,0.1866,0.1211,0.3634,0.1619,-0.0245,0.1648,-0.2549,-0.1267,0.045,-0.1211,-0.0334,0.1203,0.4301,-0.1497,0.0586,0.0264,-0.2165,-0.0149,-0.147,0.1778,0.553,0.1614,0.5333,-0.2117,-0.126,0.2038,0.2409,0.1671,0.0369,0.1994
"Gene1476",-0.2049,-0.0693,0.3695,-0.3649,0.2917,-0.3552,-0.7491,0.1876,0.2441,0.3406,-0.1107,0.4317,-0.1736,0.2116,-0.4461,0.3955,-0.3405,0.0305,-0.5684,-0.1923,-0.3189,0.2188,0.1311,-0.0555,0.0031,-0.273,-0.5344,0.3688,-0.0319,-0.0731,0.6218,-0.2665,0.3429,0.1393,-0.1321,0.4426,-0.235,-0.5013,-0.4338,-0.166,0.1543,-0.2697,-0.3209,0.1078,0.5223,-0.7642,0.0895,0.1451,0.1097,-0.2472,0.2787,-0.353,0.3054,0.2057,-0.1254,0.2262,0.1659,0.0754,-0.0948,-0.6795
"Gene1477",0.0646,-0.0435,-0.1151,0.4245,0.0468,0.0632,0.038,0.0373,-0.2708,-0.1329,0.4142,-0.3553,0.4086,-0.3941,0.1173,-0.4095,0.1509,-0.1854,0.4728,-0.005,0.2297,-0.4682,-0.3386,-0.3614,-0.048,0.4735,0.2149,-0.3078,-0.0394,-0.0893,-0.3306,0.3913,-0.0193,-0.3044,0.4864,-0.3826,0.4554,-0.0304,0.2716,-0.0731,-0.1553,-0.0118,0.418,0.0657,-0.4966,0.4032,-0.3999,4e-04,-0.1653,0.0993,-0.2116,-0.2043,-0.1242,-0.0939,-0.0042,-0.1918,-0.0813,-0.0025,-0.1052,0.3199
"Gene1478",0.0406,0.0385,-0.2908,0.1797,-0.2205,0.2763,0.2202,-0.6216,-0.0343,0.0219,0.1995,-0.0778,0.3827,-0.1807,0.2442,-0.2235,-0.086,-0.1582,0.1653,-0.042,-0.0655,-0.4103,-0.4814,-0.254,-0.3422,-0.0911,0.2233,-0.2343,0.1038,-0.1153,-0.0398,0.11,-0.1705,-0.2838,0.0021,-0.2303,0.4407,0.0237,-0.3049,0.1376,-0.0919,0.3461,0.3141,-0.4414,-0.1793,-0.0091,-0.3194,-0.3109,-0.1787,-0.0161,0.0756,0.485,-0.0776,-0.1886,0.327,-0.4346,-0.0878,-0.2722,0.2624,0.2769
"Gene1479",-0.013,-0.2955,0.0029,-0.4613,-0.2953,-0.0479,-0.4612,0.1869,0.4633,0.8695,0.1564,0.1153,0.1272,-0.6066,-0.3407,-0.0058,-0.7516,0.044,0.3007,-0.8012,-0.261,-0.4065,0.0175,-0.5098,-0.5585,-0.3302,0.6347,0.0813,-0.0316,-0.4924,-0.6407,-0.7682,-0.0452,-0.3651,0.0916,-0.1251,-0.0953,-0.0794,-0.5525,-0.1541,-0.2503,-0.0579,-0.4653,0.4179,-0.0139,0.2399,0.0595,-0.1851,-0.0527,-0.3774,0.3831,0.0036,0.2332,-0.0781,0.1552,-0.5641,0.2578,-0.7694,-0.1424,0.0164
"Gene1480",-0.1723,0.5654,-0.9137,-0.1758,-0.4163,0.5646,0.9088,1.1535,1.4418,-0.915,-1.0549,-0.4685,0.7797,1.1886,0.1053,-0.9011,0.7789,0.3149,0.1684,1.1297,-0.366,0.7015,-0.0916,0.3354,0.4734,0.1465,0.6429,0.0641,0.4642,0.0236,0.9115,-0.0834,-0.4196,0.6184,-1.4273,1.1093,1.441,0.6003,-0.5607,1.4941,-0.5059,0.2729,-0.3996,-0.1144,-0.4748,0.3659,1.0076,0.4378,0.9903,-0.9577,0.3416,0.1933,-0.2498,0.1368,-0.4459,-0.4001,-0.4342,-0.2738,-1.5312,-0.2959
"Gene1481",0.0603,-0.2077,-0.0583,-0.0926,-0.0905,0.0876,0.703,0.0747,-0.0942,0.2503,-0.1823,-0.1174,-0.3809,0.0283,0.4705,-0.3925,-0.0544,-0.0226,-0.145,0.2252,0.1386,0.0759,0.0068,0.0277,0.1575,-0.2695,-0.1785,0.0344,-0.1395,-0.0373,-0.0274,-0.0819,0.4461,0.2617,-0.1535,-0.0247,-0.2937,0.2733,0.3739,-0.1446,0.1004,-0.0491,-0.1167,-0.2068,0.1188,-0.2304,-0.018,0.0942,0.1177,-0.1547,-0.1254,-0.5311,-0.1159,-0.192,-0.1236,-0.0192,-0.0869,-0.0791,0.135,-0.1839
"Gene1482",-0.1063,-0.0764,0.553,-0.0918,0.0314,0.0571,0.0266,-0.0119,0.5285,0.2776,0.408,-0.3236,0.0167,0.2924,0.2739,-0.0279,0.4993,0.4627,0.1712,0.0215,0.2454,-0.0489,-0.5133,-0.0539,-0.7333,0.1042,-0.1287,-0.0664,0.3653,-0.4633,-0.108,-0.1731,0.0696,-0.111,-0.4131,-0.3165,0.0251,0.0182,-0.215,0.1157,-0.1601,0.3358,-0.2024,-0.0537,0.1762,0.244,-0.0895,0.5725,-0.1409,-0.4391,-0.0432,0.7462,-0.0034,-0.3441,0.5886,-0.0449,0.5469,-0.1672,-0.3975,-0.415
"Gene1483",-0.3729,0.2834,-0.3713,0.4603,0.1649,0.0861,0.0105,-0.0587,0.0783,0.4891,-0.0317,0.0305,-0.1653,-0.2985,0.1512,0.2767,0.1401,0.0792,-0.1343,0.2007,0.1086,0.2655,0.1393,-0.2825,-0.1475,0.1603,0.3385,-0.2814,-0.6201,-0.2601,0.5659,0.2449,-0.024,-0.1756,-0.3734,-0.0432,-0.0506,0.6877,-0.3514,0.5731,-0.5989,0.0222,0.3495,-0.2026,-0.0825,-0.0867,-0.2222,0.1945,0.1855,-0.0177,-0.2505,0.5133,0.0252,0.2311,-0.0025,-0.2384,-0.0595,0.1241,-0.46,-0.3131
"Gene1484",-0.3429,0.2324,-0.0189,0.0494,0.5579,0.6029,0.4244,-0.0366,-0.0363,0.3084,-0.2386,0.178,-0.0115,0.0663,0.3182,0.3444,0.2896,-0.5768,-0.0892,0.8428,0.0725,0.1033,0.2972,-0.5308,0.3755,0.483,0.2041,-0.4131,-0.356,0.2793,0.391,-0.1985,0.368,0.1742,0.1621,0.2675,1.0046,-0.1106,-0.3045,0.6412,-0.4077,-0.0047,0.3669,-0.3674,-0.184,-0.1328,-0.1242,-0.4705,-0.2473,0.5917,-0.0061,0.3183,-0.3149,0.1155,-0.0538,-0.2794,-0.2469,0.1796,0.3475,0.3988
"Gene1485",0.365,0.5012,-0.5452,-0.1443,-0.0253,-0.3125,-0.0405,-0.102,0.3242,0.2752,0.2372,0.1803,-0.0671,0.2697,-0.1527,-0.0551,0.7187,-0.6082,0.2412,0.1235,-0.0068,-0.1875,-0.7607,-0.3678,0.2102,-0.2127,-0.4947,0.0555,-0.1539,-0.5276,0.3392,-0.0696,-0.4368,-0.0975,0.2318,0.1382,0.0418,-0.2547,-0.6521,-0.5151,-0.2428,-0.1631,0.3049,0.4581,0.1452,0.6315,-0.1395,-0.3441,0.057,-0.268,-0.1202,-0.2989,0.0886,-0.2608,-0.0411,-0.1703,0.3661,0.3435,0.4846,-0.5867
"Gene1486",-0.1393,-0.1713,-0.0776,-0.0426,-0.1172,0.0265,-0.2929,-0.1904,-0.3158,-0.083,-0.0612,-0.0365,0.1315,-0.4485,-0.2683,-0.2456,0.0988,0.263,0.3548,0.3115,-0.2067,0.0656,-2e-04,0.0771,-0.1447,0.1072,0.2503,0.1025,-0.0145,-0.199,0.0726,-0.332,-0.2344,-0.3211,-0.3564,-0.3029,0.0894,0.2643,-0.121,-0.0741,-0.0267,0.0151,0.4079,-0.1191,0.1154,-0.0998,0.093,-0.1913,0.0399,-0.2737,-0.3343,0.0058,0.0391,0.1931,-0.4662,-0.1397,-0.1574,-0.1468,-0.0463,-0.5219
"Gene1487",0.1668,-0.2666,0.4196,0.8355,-0.3478,0.4043,-0.0649,-0.0778,-0.4201,-0.315,0.4892,-0.0874,0.0054,-0.3483,0.6005,-0.5026,-0.0928,0.2337,0.8854,-0.4307,-0.832,-0.1146,-1.4503,0.0262,-0.2179,0.3597,0.756,-0.2814,0.1042,-0.5521,-0.0761,-0.3547,-0.1351,0.3157,-0.1227,0.1763,0.3723,0.1967,-0.5958,0.5461,-0.871,0.398,0.3261,-0.1747,-0.1713,-0.0274,-0.0456,-0.8732,-0.5539,-0.6646,0.8676,-0.5743,-0.554,0.1404,0.1201,-0.0188,0.3497,-0.6122,-0.4956,0.4013
"Gene1488",-0.4412,0.4762,0.3022,-0.6467,-0.314,0.6964,0.1492,0.3006,-0.9156,0.5273,0.291,-0.1014,-0.927,0.0362,-0.9349,0.0845,-0.393,0.8705,0.8222,0.793,-0.1158,0.5386,-0.3933,-0.7807,-1.1931,-0.1976,1.2985,0.7987,-0.1814,-1.0737,1.6946,0.0927,-0.3332,-0.1181,-0.7209,-0.5628,-0.7186,-0.0538,0.6286,-0.4027,-0.3484,-0.4238,0.1628,0.2357,0.0673,0.2433,-0.1693,-0.328,-0.2589,0.4419,0.0573,-0.112,0.4558,0.9222,0.4899,-1.0189,0.7257,0.2532,-1.1113,0.2312
"Gene1489",0.5606,0.183,-0.2878,-0.0322,-0.2237,0.4065,0.313,0.3381,-0.2307,0.099,0.1874,-0.5236,0.7171,0.2911,0.2257,-0.5498,0.0047,-0.4238,0.0094,0.3442,-0.0813,-0.2321,-0.1197,0.1596,-0.0414,0.0861,-0.1717,-0.502,-0.2278,0.2551,-0.317,0.3406,-0.0617,0.1628,0.3623,0.1901,0.1759,0.38,0.1976,-0.224,-0.6656,-0.0818,0.1884,0.0087,-0.1325,-0.0937,-0.3714,0.269,0.2766,-0.0701,-0.4638,-0.1651,-0.3891,-0.1815,-0.1039,-0.2588,-0.4433,0.3934,-0.1533,0.4816
"Gene1490",1.0284,0.0016,-0.9757,0.4197,0.1222,0.3659,0.4773,-0.0991,-0.1066,-0.7017,0.4808,-0.4483,0.8111,-0.7857,0.3744,-0.4633,0.4994,-0.3962,0.0542,0.6483,1.3093,-0.3216,-0.5057,-0.6391,-0.7528,0.6602,0.0683,-0.9995,0.2562,-0.0828,-0.1559,-0.1321,-1.0059,0.0583,0.6797,-0.0036,0.3787,0.3118,0.4455,-0.112,-0.2799,0.5333,0.7959,-0.3721,-0.6952,-0.1736,-0.425,-0.1496,-0.2377,-0.0524,-0.1091,0.46,-0.2283,-0.8459,0.6784,-0.3891,-0.2379,0.1089,-0.2714,0.5626
"Gene1491",-0.4324,-0.1677,0.3514,-0.248,0.0851,-0.021,-0.0062,0.2286,-0.0991,0.083,-0.0953,0.2099,-0.3187,0.0749,-0.167,0.2858,0.4587,0.2715,0.0522,0.2314,-0.2648,0.3637,0.4748,0.6267,-0.1802,-0.1911,0.2135,0.2223,-0.2583,-0.0187,0.2542,0.1189,0.5598,0.2806,-0.5378,0.3966,0.3828,0.289,-0.0354,0.1254,0.3153,0.1764,0.2381,0.0969,0.033,-0.2213,-0.1854,0.3437,0.2042,0.2444,0.0102,0.3237,0.1166,-0.0145,0.1088,0.3787,-0.2737,-0.6001,-0.1167,0.3456
"Gene1492",-0.609,-0.3164,-0.0331,0.0806,-0.0846,-0.1621,0.4932,-0.2379,0.4135,0.2958,-0.2612,0.4773,0.0238,-0.6112,-0.1765,0.8315,-0.4079,0.2712,0.0348,-0.2107,-0.7409,-0.1627,-0.1034,0.3051,0.2343,-0.1403,-0.3358,-0.3922,-0.4388,-0.6845,-0.1917,-0.236,-0.3586,-0.4713,-0.0634,-0.4334,0.2759,-0.5082,-0.4896,0.281,0.0972,-0.3496,0.0543,0.2661,0.1264,0.1077,-0.265,8e-04,0.0986,-0.2683,0.1453,0.5951,0.0736,-0.0316,0.0115,-0.3707,0.7899,-0.7801,0.1929,0.0847
"Gene1493",-0.0066,0.0336,0.1067,-0.4274,-0.345,0.198,0.5662,0.1825,0.1804,-0.0556,-0.1513,-0.0745,0.2131,-0.0062,-0.0081,0.0788,-0.3235,0.4255,-0.1413,-0.3914,0.3142,0.1173,0.5244,0.1107,-0.426,-0.6902,-0.3057,-0.2217,-0.0058,-0.1713,0.1827,0.3478,-0.66,-0.0422,-0.0112,-0.0125,0.1044,0.1601,0.4518,-0.093,0.5452,-0.4763,0.1268,0.4882,-0.2957,-0.2472,-0.5754,0.3647,0.8128,-0.7983,-0.4833,-0.1433,-0.1248,-0.0492,-0.2185,-0.0546,0.1373,-0.2511,0.8585,-0.1505
"Gene1494",-0.0108,0.0598,0.1671,-0.2829,-0.2111,-0.0948,0.0457,-0.3989,-0.2629,-0.3798,-0.3991,-0.0792,0.4227,-0.3115,-0.4993,0.0998,-0.2368,0.4067,0.144,0.0527,0.3541,0.0867,0.1212,0.5968,-0.2564,0.0066,0.153,0.5929,0.5055,-0.2168,-0.0512,0.1178,-0.6953,0.3521,-0.5819,0.2156,0.3555,0.3744,0.0131,-0.1408,0.2496,-0.0656,0.0314,0.1064,0.2911,-0.0551,-0.1317,-0.4154,-0.3072,0.0676,-0.1275,-0.4167,-0.0893,-0.3707,0.1188,-0.2434,0.0907,0.0233,-0.0851,-0.0969
"Gene1495",0.3584,0.5609,-0.1185,-1.3935,1.0679,1.2098,-0.3373,0.2457,0.1376,-0.209,-0.2556,0.4439,-0.4172,-0.3042,-0.7769,0.438,0.2211,-0.1042,0.308,0.4532,0.5953,0.3491,0.6592,0.2176,0.8644,0.3472,0.2897,0.2083,-0.2873,0.857,0.1696,0.0461,-0.0409,-0.0184,0.3351,-0.045,0.1409,-0.2074,0.0629,0.2884,0.1182,-0.524,-0.4136,0.3806,1.2753,0.243,1.6118,0.322,0.6653,0.1509,0.2623,-1.9757,-0.1643,0.4329,0.115,-0.0979,0.6041,1.0365,0.8195,-0.0893
"Gene1496",0.2576,-0.0931,0.1477,-0.3007,0.3639,0.098,0.2161,-0.1133,0.1368,-0.1136,-0.1492,-0.1006,-0.0609,-0.3938,0.1068,0.2446,0.4028,-0.5212,-0.4788,-0.5959,-0.1281,-0.0111,0.4173,-0.1413,-0.2449,-0.0921,-0.2083,0.1929,0.2991,-0.4098,-0.066,0.4268,0.4564,0.4948,-0.03,0.1288,-0.2179,-0.2811,-0.4888,0.1463,0.2572,0.2042,0.1834,0.1469,0.1341,0.1245,0.2107,-0.5705,0.3309,0.0671,0.7015,0.0416,0.3054,-0.1493,-0.4583,0.2725,0.2684,0.0919,-0.0108,-0.1253
"Gene1497",-0.1925,0.4052,0.0563,-0.2794,0.2898,0.3488,-0.2723,-0.1281,-0.0581,-0.061,0.2642,0.1272,0.2324,-0.1527,0.0858,-0.1444,0.6472,0.2991,0.1557,-0.4021,0.3934,0.4481,-0.1812,-0.0307,-0.1574,-0.3159,0.4903,0.2621,-0.0794,-0.1007,0.0689,0.1833,-0.0385,0.0023,0.3509,-0.3109,-0.0538,-0.1553,-0.0047,-0.0288,-0.5774,0.5476,0.2704,0.5014,-0.2704,-0.0786,-0.6338,-0.0276,-0.0755,-0.1439,0.2731,-0.1201,0.306,0.2524,-0.1015,0.2615,-0.1821,0.6352,-0.0681,0.4041
"Gene1498",0.5705,-0.1334,-0.1822,0.2957,-0.0233,0.2327,0.4203,-0.246,-0.3832,-0.0947,0.0837,-0.0606,-0.119,0.2009,-0.1479,-0.1337,-0.0756,-0.3394,0.1663,0.3578,-0.0594,-0.0237,-0.2974,-0.152,-0.2856,0.1492,0.0433,-0.1086,-0.4588,-0.1685,-0.237,-0.0119,-0.3351,0.1822,0.2922,-0.0827,0.134,0.5394,-0.0124,0.1774,-0.3229,0.1535,0.1309,-0.599,-0.4874,-0.0947,-0.1027,-0.009,-0.3224,0.1988,-0.3744,-0.266,-0.4266,-0.1139,-0.1416,0.1608,-0.0939,0.0877,-0.4711,0.1742
"Gene1499",-0.2948,0.7051,-0.0268,0.0888,0.7423,0.3475,-0.0677,-0.4939,0.0634,-0.4667,-0.1806,-0.2111,-0.0806,-0.1309,-0.0701,0.2277,-0.0632,0.7201,-0.6037,0.3206,0.4531,-0.6997,-0.4214,0.0727,-0.4877,-0.0243,0.2266,0.5212,0.088,-0.1717,0.2616,-0.158,-0.0956,-0.4171,-0.3388,-0.3148,0.0443,0.1561,-0.2078,0.1558,0.2395,0.254,-0.0521,-0.1997,0.0077,0.0428,-0.0587,-0.2538,-0.1922,0.0533,0.5262,0.4942,0.1054,-0.0395,-0.0097,-0.3645,-0.0036,-0.3691,0.4427,0.6403
"Gene1500",-0.1709,-0.0481,0.187,-0.055,-0.1943,-0.5178,0.1659,-0.3223,0.2675,0.2341,0.0354,0.1908,-0.2115,-0.0322,0.0912,-0.1198,0.6979,0.1938,0.0837,0.2447,0.1563,0.1163,-0.8149,-0.2001,-0.1974,-0.2334,-0.3598,-0.4241,-0.5794,0.034,0.3237,0.909,0.0745,0.2085,0.0606,0.0192,-0.2755,0.1411,-0.0033,-0.1725,-0.1322,-0.6368,-0.0915,0.6265,0.0193,-0.2558,-0.1462,0.0621,0.376,0.257,0.427,-0.1818,-0.2193,0.339,0.1488,0.5484,0.0345,-0.1026,0.1923,-0.1126
"Gene1501",-0.0842,-0.068,0.4189,0.4994,-0.3174,0.6053,0.6429,0.291,-0.0328,1.0343,-0.0594,-0.681,0.5047,0.0477,0.1677,-0.0907,-0.0013,-0.417,0.0016,0.0046,-0.0743,0.8826,0.6291,-0.5452,-0.2327,-0.6736,-0.0528,0.1512,-0.2874,-0.068,0.4456,0.6909,-0.4495,0.6312,0.2139,0.2818,-0.2434,0.1677,0.4258,1.0452,-0.3798,0.1824,-0.2224,0.424,-1.0038,-0.17,-0.2181,0.5332,0.2156,0.0252,0.7753,-0.3827,0.4107,-0.5828,0.4599,-1.0054,-0.0209,0.4281,1.0268,0.5686
"Gene1502",0.491,-0.0167,-0.9139,-0.4958,1.0654,-1.5979,0.1173,-0.3095,1.2033,-0.6628,-1.4817,0.2817,0.0938,1.4534,0.0332,0.8607,-0.3672,1.3845,-0.3858,0.2709,-0.4696,0.0719,-0.2011,-2.1741,-0.7152,-0.2011,0.5923,0.1992,0.7367,0.0293,0.3642,-1.0384,-1.7898,-1.5393,-0.1665,1.7968,1.7224,0.1898,-0.1231,-1.7425,2.1178,-0.2405,-0.4285,0.6331,-0.277,-0.6232,0.3326,-0.1757,0.3153,-0.2779,0.0309,-1.1871,0.8201,-0.3216,-0.2062,-1.4967,0.5917,-0.5474,-1.1947,-1.1662
"Gene1503",-0.0067,-0.4751,-0.0074,0.0497,-0.4897,0.1028,0.0522,-0.416,-0.0851,0.1055,0.1185,-0.3437,-0.1856,-0.0748,0.3002,0.0737,-0.2908,0.2238,-0.18,-0.2256,-0.4675,-0.4141,-0.1277,-0.1885,-0.0611,-0.178,-0.058,-0.4001,0.2202,-0.3306,-0.5096,-0.0218,-0.575,-0.4487,-0.3023,-0.3188,0.1223,-0.196,-0.108,0.3253,0.1609,-0.034,-0.261,-0.3244,-0.4772,-0.4191,-0.1345,-0.4512,-0.3333,-0.3396,0.1554,0.001,-0.2813,-0.1557,0.2775,-0.3564,0.2287,-0.1724,-0.343,-0.3053
"Gene1504",0.3523,0.4661,-0.0567,-0.3733,0.5132,0.1011,0.1891,0.5246,0.7134,-0.5842,-0.2759,0.1408,0.4929,-0.4859,-0.391,-0.1153,-1.1121,-0.4007,-0.0688,-0.4585,-0.2281,0.4443,0.1052,-0.1845,0.0118,-0.2679,0.1549,0.356,0.0452,-0.6265,-0.9968,0.0595,0.5303,-0.6056,0.0818,-0.4261,-0.8187,0.3816,-0.4129,0.4294,0.4194,0.0603,-0.069,0.1787,-0.8262,0.3735,-0.3865,0.8288,-0.5813,-0.6952,0.1331,1.0577,-0.7503,-0.071,0.001,0.6533,0.2832,-0.157,0.1876,0.528
"Gene1505",-0.3498,-0.2829,0.3272,0.5018,-0.349,0.1817,0.6156,0.1178,0.4878,-0.2842,-0.4278,-0.0011,-0.4039,-0.4024,-0.1121,0.4195,0.2435,-0.0091,0.0932,-0.2013,-0.0334,-0.388,-0.1434,0.1181,0.241,-0.2898,-0.6973,0.2224,-0.0171,-0.0838,-0.1541,-0.3609,0.2393,-0.9409,0.0548,0.3647,0.0191,0.1577,-0.0464,-0.3244,0.3023,0.0231,-0.0292,-0.2657,0.0566,-0.1415,0.1205,0.2559,0.0961,0.3546,0.3681,0.0548,-0.338,0.1285,-0.4076,-0.3169,0.423,0.2618,-0.1547,0.5075
