"","Donor1","Donor2","Donor3","Donor4","Donor5","Donor6","Donor7","Donor8","Donor9","Donor10","Donor11","Donor12","Donor13","Donor14","Donor15","Donor16","Donor17","Donor18","Donor19","Donor20","Donor21","Donor22","Donor23","Donor24","Donor25","Donor26","Donor27","Donor28","Donor29","Donor30","Donor31","Donor32","Donor33","Donor34","Donor35","Donor36","Donor37","Donor38","Donor39","Donor40","Donor41","Donor42","Donor43","Donor44","Donor45","Donor46","Donor47","Donor48","Donor49","Donor50","Donor51","Donor52","Donor53","Donor54","Donor55","Donor56","Donor57","Donor58","Donor59","Donor60","Donor61","Donor62","Donor63","Donor64","Donor65","Donor66","Donor67","Donor68","Donor69","Donor70","Donor71","Donor72","Donor73","Donor74","Donor75","Donor76","Donor77","Donor78","Donor79","Donor80","Donor81","Donor82","Donor83","Donor84","Donor85","Donor86","Donor87","Donor88","Donor89","Donor90","Donor91","Donor92","Donor93","Donor94","Donor95","Donor96","Donor97","Donor98","Donor99","Donor100","Donor101","Donor102","Donor103","Donor104","Donor105","Donor106","Donor107","Donor108","Donor109","Donor110","Donor111","Donor112","Donor113","Donor114","Donor115","Donor116","Donor117","Donor118","Donor119","Donor120","Donor121","Donor122","Donor123","Donor124","Donor125","Donor126","Donor127","Donor128","Donor129","Donor130","Donor131","Donor132","Donor133","Donor134","Donor135","Donor136","Donor137","Donor138","Donor139","Donor140","Donor141","Donor142","Donor143","Donor144","Donor145","Donor146","Donor147","Donor148","Donor149","Donor150","Donor151","Donor152","Donor153","Donor154","Donor155","Donor156","Donor157","Donor158","Donor159","Donor160","Donor161","Donor162","Donor163","Donor164","Donor165","Donor166","Donor167","Donor168","Donor169","Donor170","Donor171","Donor172","Donor173","Donor174","Donor175","Donor176","Donor177","Donor178","Donor179","Donor180","Donor181","Donor182","Donor183","Donor184","Donor185","Donor186","Donor187"
"ENSG00000182718.16_ANXA2",0.4453,-0.3706,-0.0364,-0.2032,-0.0236,-1.0621,-0.2089,-0.189,-0.2249,-0.0347,0.3683,0.0412,1.3046,0.8171,0.8698,0.2784,-0.3184,0.0986,0.4102,-0.3883,-0.2449,0.4656,-0.664,0.8032,-0.1608,0.5641,-0.3854,-0.8564,-0.1876,-0.2445,0.1555,0.4953,0.3892,1.3862,0.1607,-0.2714,0.1631,-0.152,-0.7835,-1.3265,-0.092,-0.0038,-0.1211,0.6141,-1.0971,0.3693,-0.1695,0.1844,-0.1871,-1.0591,0.1113,0.3972,0.4853,0.7505,0.4193,-0.186,-0.3093,0.8101,0.1911,-0.6515,1.2531,-0.1469,-0.4312,0.038,-0.866,-0.017,0.5257,-0.2979,-1.6533,-0.1265,-1.1119,-0.4791,-0.1261,0.4519,-0.2187,0.389,-0.2815,0.0782,0.1244,-0.6581,0.2195,-0.2285,-0.6215,0.0085,0.2157,0.8816,-1.3649,-0.4856,-0.4687,-0.5951,0.6449,-0.0206,-1.0965,-0.111,-0.3375,-0.1364,-0.7531,0.7598,0.2621,0.0231,0.091,-0.6236,-0.3368,0.23,0.2442,0.0092,-0.4923,0.252,0.2415,0.8991,0.2351,-0.3348,-0.125,0.2479,-0.1249,0.2168,0.4838,0.1304,0.541,0.6654,-0.2253,-0.581,0.4911,0.2879,-0.518,0.3102,0.3275,0.1503,0.1913,1.4685,-0.0612,-0.3659,-0.4194,-0.0348,0.2942,0.1716,0.945,-0.4604,0.5718,-0.1497,-0.1109,0.4154,-0.0163,-0.2413,0.4405,-0.2892,-0.0855,-0.2433,0.1024,0.3245,-0.1354,0.022,-0.0585,0.4722,0.0468,-0.3698,0.0719,-0.468,-0.3605,0.2033,0.2761,0.5237,0.2653,-0.0488,0.4957,0.0724,0.3297,-0.0878,-0.0052,-0.2016,-0.3724,0.3558,0.0819,-0.3218,0.0666,-0.6027,0.1239,0.147,0.133,0.2709,-0.2547,-0.1188,-0.104,0.082,-0.1532,-0.3045,0.21
"ENSG00000171914.16_TLN2",0.9323,-0.4023,1.602,-0.0549,2.1235,-0.4252,-0.0437,-0.056,-0.1141,0.1345,0.0915,0.1135,0.1072,0.4597,0.2428,1.1507,0.0801,-0.3944,-0.0418,-0.5986,-0.7624,-0.3459,-0.4198,-0.0651,-0.9469,-0.2266,-0.5141,-0.4806,0.0516,0.1166,-0.4789,0.0567,0.8196,-0.0151,0.0672,-0.6169,0.0231,-0.5302,-0.046,-1.0197,-0.1672,0.4251,-0.0347,-0.1311,-0.8079,-0.3279,-0.0674,0.9615,0.1738,1.2568,0.4122,0.0078,0.6528,0.3281,-0.2012,-0.4192,0.2033,-0.243,0.4619,1.985,-0.1084,0.224,-0.4865,-0.0808,-0.5946,0.2989,-0.156,-0.4854,-0.9091,1.8545,-0.6578,-0.3548,0.0059,0.6376,0.0645,-1.093,1.1532,-0.3441,-0.0381,-0.0511,0.0348,-0.7154,0.5675,-0.5019,-0.0011,1.1863,-0.9077,0.861,0.6561,0.2059,-0.31,-0.4436,-0.5353,0.2008,0.1797,-0.2663,-0.4451,0.1936,-0.2107,-0.1956,0.4549,-0.6848,-0.2596,-0.1422,-0.1934,-0.5186,-0.1081,0.0605,-0.2664,-0.4806,-0.4192,0.6606,0.4063,-0.0555,-0.186,-0.1093,-0.2485,-0.0948,-0.2487,0.8659,-0.2855,1.0842,-0.4348,0.2144,-0.4367,0.0159,-0.2027,-0.2491,-0.0609,-0.2689,-0.5806,-0.7315,0.956,2.4577,0.4413,-0.2096,-0.5376,-0.6514,0.2938,-0.4672,0.1261,-0.0169,-0.2989,0.0187,-0.1001,-0.1712,-0.755,-0.5904,0.736,0.6813,-0.2635,0.2449,-0.2066,-0.0253,-0.1148,-0.8596,0.0337,-0.3184,-0.3381,-0.2753,0.0137,-0.208,-0.3138,-0.074,-0.2261,0.3613,0.6442,0.8614,1.232,-0.2598,0.6965,-0.3578,-0.3303,0.3569,-0.4865,0.2564,0.3105,-0.2779,-0.0053,-0.3358,-0.5457,-0.2537,-0.2512,0.0211,0.5983,-0.004,-0.1814
"ENSG00000103742.11_IGDCC4",-0.1231,0.5412,-1.6309,0.0237,-0.3478,0.4208,-0.1101,1.2643,-0.158,-0.8088,1.3538,-1.1894,0.1145,-1.2177,0.0588,0.8243,0.4271,-0.7753,-1.3006,-0.0126,0.6055,-0.1921,0.6703,-0.2967,0.3923,-0.5856,0.2583,1.3772,-0.53,-0.919,0.2786,-0.6305,0.1991,0.0121,-0.2429,0.1061,-0.1368,1.1166,-1.0042,0.8918,0.1454,0.2882,0.4399,-0.1829,0.4908,-1.2913,-0.7844,0.0396,0.455,-0.1372,0.0539,0.0517,0.1802,0.202,0.9863,-0.0063,-0.3706,-0.0547,-0.2918,-0.6603,-0.3263,0.784,0.5669,0.5497,0.7742,0.9855,-0.508,0.9348,1.0902,-1.0762,0.242,0.7587,-0.0837,0.076,0.2077,1.7879,-0.2024,-0.866,-1.5526,0.4506,-1.9804,0.2203,-0.3837,1.1648,0.0538,-0.2497,-0.101,-0.6033,0.0795,0.6336,-0.7654,-0.5008,0.2991,-0.2175,0.2481,-0.6298,0.2723,-0.3478,-0.4236,-0.2564,1.3337,-0.3393,0.4484,0.3057,-0.4157,-0.3629,0.0296,0.2561,-0.2945,-0.2864,1.1752,-1.4597,-0.6695,1.3707,-0.1419,0.1736,-0.1728,0.0719,1.1889,-0.2544,-0.2091,-0.1192,-1.164,-0.0171,0.5259,0.9666,-0.5117,-0.7247,0.1768,0.1173,0.6739,0.7265,1.2322,-0.5929,0.4971,0.0606,0.2726,0.7858,0.3617,0.316,-0.7314,0.7059,-0.3275,-0.286,0.0888,0.2488,-0.31,1.4019,0.0556,1.2827,0.8762,-0.6448,0.4502,-0.103,1.0708,0.5418,0.0482,0.7513,1.0392,1.2744,-0.6768,-0.6607,-0.1741,-0.6439,0.5648,0.3452,0.5372,-1.2126,-0.6415,-0.2949,-0.4682,-0.4811,0.5796,1.1388,-0.8331,0.2015,-0.8835,-1.4509,-0.1239,-1.19,0.676,-0.8758,-1.5935,-1.1999,-2.0884,-0.1908,-0.5062
"ENSG00000137834.14_SMAD6",1.1675,-0.3072,-0.8453,1.967,0.3343,-0.2096,0.179,-0.5669,0.6065,-0.1681,0.5361,0.6236,-0.0301,0.1403,0.2942,0.7453,0.3194,0.1285,0.8789,0.8938,0.0742,-0.6174,-0.2398,-0.4254,-0.2508,0.5884,0.5394,-0.5194,0.7246,-1.1837,0.2483,1.4175,1.2597,1.2423,0.8155,-0.4155,-1.087,1.2677,-0.0012,-0.844,0.8614,0.1985,0.9866,-0.6764,-0.2978,0.1571,-0.6174,0.2028,2.0092,0.7901,-1.4325,-0.593,0.7647,0.0094,-0.4819,0.8504,-0.5732,0.1564,-0.4449,-0.0414,1.3403,-0.013,-0.7559,2e-04,0.4626,0.0253,-0.5431,-0.5442,-1.1289,0.1181,-0.4882,-0.4845,-0.3559,0.6916,-0.6011,0.7606,-0.0404,-0.4971,0.4362,-0.2926,-1.0254,-0.0275,-0.0527,0.0624,0.745,0.3702,-1.5726,0.4603,-1.0963,-0.4467,1.8099,-0.6492,-0.1952,-0.7074,0.3071,-1.3482,-0.8623,-0.3392,-0.4363,0.0701,-0.5785,-0.0439,0.407,-0.2311,2.2639,-0.8225,0.4493,-0.6559,-0.2543,0.2058,1.7068,-0.242,-1.1873,-0.844,0.2621,0.5451,0.572,-0.4201,-0.0562,-0.7254,0.6008,-1.2405,0.1068,0.7566,0.5778,0.0233,0.5356,0.6838,-0.2848,-1.0007,-0.8198,-0.4683,0.0694,-0.4825,1.202,-0.2787,-0.1167,-0.5154,0.3318,0.5562,-0.6916,-0.24,0.9902,-0.6215,-0.0503,0.9351,-1.1523,0.4485,2.1224,-0.6763,0.2016,-0.0076,0.2863,-0.4438,-0.1895,1.1596,-0.5101,-0.6331,0.0202,-0.4363,0.1439,-1.0521,-2.0201,-0.1432,-0.3463,0.1917,0.1364,-0.1763,-1.2502,0.211,-0.4249,-0.4581,0.6999,-0.7259,0.0366,0.7712,0.1414,0.7331,0.4717,-0.5335,-0.4059,-0.3948,0.0226,-0.9077,-1.1598,0.2128,0.8625
"ENSG00000137809.16_ITGA11",0.4205,-1.2199,-0.117,0.0742,0.7393,-0.4843,-0.5936,0.2274,0.6801,0.7002,0.0219,0.8623,-0.6832,-0.0016,-0.1711,0.4207,-0.4211,0.2937,0.0634,-0.4629,0.0996,0.5051,-0.3473,0.6815,-0.0477,-0.5748,-0.4877,0.1941,-0.0568,0.2884,0.4116,-0.2349,0.4064,-0.1993,1.0208,0.5019,-0.1338,-0.6033,0.7174,0.6954,-0.4795,0.1243,-0.4545,-0.4991,-1.6268,0.1715,0.7646,0.1201,0.0491,1.3893,-0.9293,0.5327,0.1077,-0.2473,-0.3757,-0.1284,0.4283,-0.5464,0.3778,-0.3752,-1.2921,0.4893,-0.8568,0.7872,0.8334,0.1773,-0.3869,0.3594,-0.7355,-0.2271,-0.2974,0.1338,0.4612,0.8366,0.5178,-0.4801,0.4973,0.5553,0.4293,0.1629,-0.1174,0.2005,-0.4041,0.1815,-0.1814,0.1235,-1.4725,-0.2822,-0.1065,0.52,-0.3465,-0.0656,-0.6373,1.4567,0.5902,0.0227,-0.1122,-0.4678,0.2365,0.5407,-0.1876,0.4214,-0.1532,-0.8614,-0.0368,0.2176,-0.4904,0.3551,0.5511,0.3779,0.9491,-0.5073,0.1017,-0.49,-1.7528,-0.0362,-0.718,-0.6054,-0.7188,-0.4207,0.422,0.0027,-0.2637,0.558,-0.1223,0.479,0.012,0.0236,-1.3207,0.4874,-0.4623,-1.3521,0.6784,-0.2677,1.0687,-0.0906,-1.3744,-0.6992,-0.5152,-0.0991,0.4404,0.1749,1.2296,-0.2961,-0.3679,-0.1434,-0.5039,0.3803,0.004,0.0944,0.3419,-0.0961,0.1143,0.2351,-0.0741,0.3558,-0.0651,-0.2098,-0.4871,0.0128,1.4096,-0.4813,-1.6003,0.416,-0.5276,0.1289,-0.2025,-0.3411,0.1696,-0.63,-0.6782,-0.5349,0.4287,0.42,0.2957,-0.0807,0.3718,0.8422,0.1388,0.7981,-0.1512,-0.0728,0.7328,0.6019,0.3229,-0.1331,0.8246
"ENSG00000103647.12_CORO2B",0.7448,-0.6527,0.2547,-1.0311,0.6178,0.1439,-0.8219,0.0743,0.2647,0.0847,-0.2202,0.751,-0.4908,-0.3596,-0.0478,1.4656,0.1706,-0.2862,0.0236,-1.0579,-0.4256,-0.2372,-0.2421,0.2533,-0.3847,0.3389,0.2608,-0.3381,0.1595,0.326,-0.2235,-0.1957,0.2181,0.4697,0.4939,0.1904,-0.1409,-0.7315,0.5297,-0.1307,-0.0842,0.4563,-0.6915,-0.4378,-1.2479,-0.6214,0.3611,0.1619,-0.0654,1.4954,-0.3794,0.3101,-0.4267,0.2318,0.1864,0.3591,0.4963,-0.7233,0.7952,0.0754,0.0795,-0.0596,-0.8107,0.483,1.1367,0.5514,-0.1719,-0.317,-0.341,0.6615,0.4087,-0.2081,0.554,0.7777,0.1299,0.7794,0.7461,0.6598,-0.0286,-0.2819,-0.1499,-0.4041,0.1561,-0.3702,-0.0371,0.1364,-0.5283,0.235,-0.077,-0.2237,0.5135,-0.2921,0.4117,0.1949,0.1566,0.3257,-0.5458,-0.2789,-0.3774,0.2166,-0.1507,-0.0118,-0.2316,-0.0979,0.6709,-1.034,0.5284,0.5155,0.0385,0.0501,1.2626,0.0284,0.2813,-0.7568,-0.938,-0.727,-0.7855,-0.2094,-0.8359,-0.3782,0.9635,0.0971,-0.5295,-0.1228,-0.4261,0.1465,-1.0808,-0.1058,-0.4393,-0.1378,-0.0745,0.5374,0.1448,1.3789,-0.1294,-0.0938,-1.3719,1.6548,-0.3208,-0.3824,0.2822,-0.3356,-0.0056,0.5273,0.0644,0.1007,-0.5011,0.1374,0.169,-0.2355,-0.0739,0.4631,-0.0017,-0.1058,0.1857,0.1331,0.0878,-0.8303,-0.4154,-0.0439,0.7372,-1.7118,-1.3911,1.0041,-0.5168,0.7826,0.2763,-0.0604,0.4767,-0.4389,0.1219,-0.6193,0.0568,-0.1091,0.1122,-0.3501,0.1665,0.3236,-0.1451,0.7462,-0.4687,-0.4426,0.3422,-0.1325,0.6801,0.058,0.093
"ENSG00000137819.13_PAQR5",-0.7357,0.4035,-0.2029,0.584,0.1099,-0.2013,0.0996,0.1706,0.6613,0.1739,-0.7663,-0.0239,0.1887,0.4269,-0.2134,-1.0211,0.6285,-0.3009,-0.1125,-0.5502,-0.4736,-0.5484,-0.1995,0.4549,0.1401,0.3592,-0.4564,0.1572,0.4303,-0.497,0.177,-0.5027,-0.482,-0.0611,-0.1329,-0.5014,-0.1586,0.0818,-0.6326,0.6916,1.2999,0.2576,0.2014,0.301,0.5533,0.3859,-0.5157,0.0065,0.1765,-0.7302,0.6562,0.6776,0.4317,0.1119,0.2676,1.1299,-0.1267,0.047,0.4585,-0.5734,-0.0783,0.5565,0.3505,0.6452,-1.8273,-0.5785,-0.1638,1.1335,0.0442,-1.0563,0.3436,-0.3507,-0.0567,-0.4287,0.6992,-1.8817,0.569,0.0226,0.3995,0.246,0.4649,-0.0719,-0.6477,-0.1807,0.652,0.9777,-0.1683,-1.5231,-0.6802,0.2903,0.4182,-0.3335,-0.3255,1.1623,-0.0686,0.858,0.3722,0.4047,0.1934,0.7042,0.3118,0.0708,0.0088,0.8042,-0.3134,-0.4711,0.3597,-0.4098,-0.1898,-0.6661,-1.884,-1.1362,-0.3174,0.4262,0.6849,0.817,-0.0714,0.8358,-0.2257,-1.0337,-0.2112,-0.2215,0.4593,-0.224,-0.3703,0.4776,-1.2498,-0.1347,-0.4289,-0.3755,0.1339,-1.1791,-0.7322,-1.3267,-0.2956,-0.1269,-1.4893,-0.0551,0.1209,-0.1177,-0.1722,0.0708,-0.0276,0.4907,0.4496,0.1444,0.2965,0.8813,0.4181,-0.2342,0.5429,-0.0515,0.7654,-0.4127,1.0335,-0.3109,-0.9371,0.0081,0.124,-0.2175,0.4009,-0.559,0.1139,0.0509,0.0336,-0.4166,0.4994,-0.7389,-0.3334,0.9235,-0.8593,0.9993,0.2174,0.4454,0.1632,0.0608,0.4807,-0.1183,0.554,0.6153,0.0117,0.4391,-0.5038,0.9891,0.0614,0.1374,-0.0503
"ENSG00000166173.10_LARP6",0.1978,-0.4982,0.2822,-0.0385,0.6197,1.1424,-0.5988,-0.4117,-0.2757,0.2003,0.7588,0.294,-0.1378,-0.8515,-0.4803,1.2746,-0.7344,-0.2416,-0.5553,-0.2208,-0.0969,-0.2445,0.1155,1.2271,-0.5175,-0.1861,0.0454,0.3408,-0.1279,-0.3608,0.8442,-0.3168,0.4577,0.3633,0.3704,-0.0167,-0.2636,-0.2258,0.698,-0.0338,-0.9141,-0.3658,-0.5246,-0.4426,-0.8632,-0.5516,-0.1129,0.5485,0.1975,0.6979,-0.9049,0.0216,-0.5967,-0.2628,-0.4344,-0.146,-0.0124,0.6002,-0.1244,1.0334,-0.4095,0.4787,-0.6941,-0.2942,-0.0652,0.151,-0.7665,-0.677,-0.6578,1.2119,0.3533,-0.176,-0.1884,0.3078,-0.8557,-0.5016,-0.2979,-0.4352,0.2247,0.2469,-0.7219,0.4802,0.0335,-0.3228,-0.5917,1.6064,-0.3793,0.1794,-0.1898,-0.1396,-0.0632,-0.6162,0.1553,-0.0883,-0.3004,-1.1356,-0.0017,0.9642,1.3575,0.2058,-0.181,0.1003,0.1462,-0.5479,0.377,-0.1141,1.044,-0.4957,1.025,0.1936,0.2814,-0.0962,-0.2442,-0.6809,-0.5644,-0.2023,0.7284,-0.6048,0.3207,1.7783,0.1485,0.421,-1.0381,-0.3512,0.1614,-0.6743,-0.3467,-0.4864,-0.3716,2.2269,0.338,-0.1436,1.8885,1.1616,0.2639,0.0058,3.0416,-0.9674,-0.115,0.6545,-0.1272,0.1035,-0.1981,-0.1591,-0.5491,0.286,-0.3754,-0.0395,0.3603,-0.1474,0.6528,-0.3978,0.3549,-0.6465,-0.4153,-0.1331,-0.1803,-0.0235,-0.3386,-0.3364,-0.3836,1.4252,-0.5224,-0.5159,-0.3649,0.6082,0.2821,0.9459,0.1827,0.6575,-0.1637,-0.5556,0.0733,-0.1375,-0.1994,0.1218,-0.2143,-0.457,0.1761,0.1331,-0.148,-0.596,-0.841,-0.4046,-0.0561,-0.3264,-0.5181
"ENSG00000187720.14_THSD4",-0.147,-0.6809,0.4046,0.5174,0.3021,0.1632,0.3524,0.3006,0.1911,-0.1574,0.3328,1.0227,-0.1825,-0.2648,-0.0451,-0.1175,-0.76,0.1247,-0.507,-0.357,0.2078,-0.0595,0.2717,0.4853,-0.1915,0.0268,-0.8077,0.2316,0.3481,0.6538,-0.0111,-0.0167,-0.0549,0.4981,0.9125,-0.8158,-0.6693,0.0956,0.79,0.2135,0.6665,0.4398,-0.0287,-0.2157,-6e-04,-0.4782,0.2386,0.2037,0.3889,-0.568,-0.3584,0.1263,0.5483,0.4435,0.4731,0.1914,0.3525,-0.2038,0.7401,0.055,-1.0957,-0.3222,-0.6813,-0.2068,-0.6377,0.5208,0.0776,0.0521,-0.154,-0.3599,0.2826,0.688,0.0612,1.2653,0.8577,1.0283,-0.9561,-0.2694,0.8009,-0.1623,0.4538,-0.0248,1.2084,0.5459,0.2791,3.3894,-0.2863,-0.689,-0.0596,-0.1809,-0.2969,-0.1658,0.1815,0.5059,-0.1388,0.2392,0.2121,-0.6434,0.0022,0.6705,-0.67,0.353,0.3675,-0.4847,-0.5678,-0.0234,-0.2501,-0.369,-0.0107,-0.939,0.113,0.2919,-0.1963,0.2139,-0.1693,-0.4865,0.1278,0.1089,-0.4296,-0.0204,0.3409,-0.0889,-0.6934,0.2888,-0.5477,-0.0837,-0.7558,0.4618,-0.1356,-0.6525,-0.9979,-0.0042,-0.3519,-0.2741,0.2194,-0.2377,-1.6387,-0.2702,0.0931,-0.4015,-0.2332,0.2491,0.3301,0.3794,-0.1313,0.8587,-0.1873,-0.099,0.0824,-0.0415,0.3805,-0.1491,-0.2818,0.0889,-1e-04,-0.3514,-0.6593,-0.5646,-0.1887,-0.9959,-0.1821,-0.983,-0.2542,0.9587,-0.56,0.2213,-0.8727,-0.228,0.2263,-0.1728,-5e-04,-0.5544,0.0736,0.213,-0.7577,0.2062,-0.0267,0.5289,0.1562,-0.1496,0.1672,0.0676,0.1218,0.615,-0.2498,0.5388,-0.425
"ENSG00000140488.15_CELF6",0.6899,0.2037,0.6137,-0.3452,0.4176,0.7138,-0.0398,-0.0261,-0.0251,-0.0058,-0.5327,0.4582,-0.8187,-0.5794,-1.0511,0.3404,-6e-04,0.5164,0.5487,0.9842,0.3602,0.3336,-0.0577,-1.2952,0.8023,-0.9065,1.2858,0.2805,0.0962,0.2,-0.0019,-0.0354,0.5708,-1.6569,-0.99,0.5747,0.0452,0.4193,0.7869,0.5289,0.5043,-0.3809,-0.2349,-0.4308,1.0759,0.2044,0.5662,0.3164,0.3485,1.7486,0.4943,-0.6447,0.1147,-0.3193,-0.3597,-0.2294,-0.755,-1.0362,-0.9709,1.0972,0.149,0.313,0.4806,-0.0645,0.848,0.2332,-0.2486,-0.8532,0.8285,1.4466,0.2371,0.0503,-0.5384,0.1949,-1.3335,-1.2161,-0.451,-1.1124,-0.5093,-0.005,-0.7645,0.4452,1.139,-0.01,-0.4526,0.133,1.468,0.7671,1.0056,-0.7592,-0.2424,1.0141,0.8294,-0.6127,0.1033,-0.5305,0.0739,-0.1056,-0.9989,-0.6433,-0.2278,-0.5812,0.0392,-0.8875,-0.5283,0.3001,0.6649,0.0522,-0.2656,-1.3723,-0.3509,0.7813,0.1303,-0.6522,-0.5164,-0.3338,0.1825,-0.507,-0.103,0.7143,0.1791,0.8716,-0.3605,0.0331,0.9644,0.1716,0.0463,0.6344,0.1405,0.0028,-0.8861,0.2203,0.6732,1.8522,-0.6932,-0.4276,0.5574,0.7609,-0.2203,1.1953,0.3019,-0.45,-1.0255,-0.2938,-0.3523,0.0495,-0.4284,-1.0429,0.1609,0.2404,-0.048,0.3072,0.1459,0.6749,-0.5866,0.2493,0.2165,0.7509,0.2184,-0.8911,-1.4075,-0.156,-0.3549,-1.1071,-0.2184,0.6506,0.3371,-0.114,0.6496,0.2461,0.7403,-0.8672,-0.9392,-0.1239,0.1704,1.0592,-0.1364,-1.1278,-0.3594,-2.4088,0.3507,-0.5734,-0.0208,-0.845,0.8695,0.5011,-0.0854
"ENSG00000129009.12_ISLR",0.5368,-0.5206,-0.6633,0.0461,-0.2894,1.4872,0.2232,-0.5315,0.3818,0.6151,1.49,1.0702,-0.4433,-0.5504,-0.0094,0.1513,-0.4167,1.3442,-0.1752,-1.4395,0.1162,0.4778,-0.0353,-0.0421,-0.1164,-0.2764,0.2503,0.294,0.0334,-0.2166,0.3362,0.0469,-0.0824,-0.1944,0.9562,0.1975,0.537,-0.7463,1.6332,0.4245,-0.4436,0.275,-0.6579,-0.1157,-0.6827,-1.9652,0.0845,0.6911,0.1252,1.6734,-1.6667,0.4098,-0.6578,-0.0842,-0.1857,0.0198,0.3066,-0.2771,1.1431,-0.2447,-0.2233,-0.9316,-1.719,-0.2691,1.2239,1.2957,-0.3079,0.372,-0.8081,-0.5905,1.1186,0.0199,0.1594,2.0869,-1.5441,0.5748,-0.3891,-1.3135,0.4806,0.8493,-0.9918,0.3551,0.8089,0.202,0.2544,4.2969,-1.5286,-0.1347,-0.7847,0.2175,-0.1776,-0.1554,-0.2353,0.7961,0.2936,-1.7074,0.2652,-0.5683,0.4293,0.8462,-0.0292,0.4529,0.2715,-0.3082,0.1276,-0.1217,0.8722,-0.1721,0.6571,0.3827,1.6253,-0.3371,0.615,-0.3183,-1.6444,-0.0859,-0.5326,-0.4268,-1.5471,-0.2018,0.1287,0.2344,-1.1225,0.1588,1.184,0.4422,-0.4058,0.3634,-0.5613,0.6202,0.0655,-0.3855,0.4893,-0.4265,0.2843,-0.585,-1.0277,-0.6435,-0.0871,1.0008,0.5484,0.3114,0.1446,0.0546,-0.5901,0.8658,-1.1053,-0.0777,-0.2925,0.2024,-0.0389,0.6662,-0.4574,-0.0604,0.4336,0.2864,-0.4486,-0.6838,-0.4985,-0.066,0.5115,0.167,-0.3062,-0.2764,-0.6604,-0.139,-0.259,-0.0108,-0.0348,-0.6162,-0.5103,-1.2996,0.0718,0.4676,-0.3196,-0.5311,-0.2572,0.334,-0.4708,0.3448,-0.0208,-1.3727,-0.1172,0.6107,0.135,-0.0159,0.1618
"ENSG00000140459.17_CYP11A1",-0.7993,-0.3234,0.1328,-0.3575,-0.0027,-2.2835,0.8111,0.003,-0.046,-1.1787,0.9466,-1.6414,0.0189,0.9503,1.1401,0.6517,-0.3603,0.9795,-0.3087,-0.6133,-0.6575,-0.5621,-0.8182,-0.5763,0.5577,0.8951,-0.3391,0.1089,-0.7791,-0.8511,0.5503,-0.4306,0.3595,1.0418,-0.8688,-0.699,-1.1009,0.7419,-1.6081,0.3481,0.4095,0.6329,0.4765,0.3146,-0.3424,-0.5091,-1.216,-0.2222,0.3534,0.1066,-0.078,1.6826,0.9329,-0.0086,1.4139,0.4239,-0.18,0.1163,0.3575,-1.0844,-0.0629,0.6327,-0.6768,-0.5278,1.0836,-0.8491,0.2444,1.1282,-0.239,0.8059,0.5957,-1.4032,-0.3553,-0.2264,0.6675,1.9782,0.0057,-0.4219,-0.1952,0.2979,0.1571,-0.3514,-2.2608,1.1696,1.1742,-0.86,0.6516,-0.1007,-0.7156,-0.7443,0.2697,-1.3477,0.0212,-0.3879,-1.0651,0.1277,-1.5831,-0.986,-0.637,-0.7176,1.9753,-0.7233,-1.3605,0.4876,-0.6267,-0.7508,-1.7077,0.5797,-0.5759,0.3882,0.78,-0.7917,-0.7178,1.7099,-0.4637,0.8029,0.5525,0.1789,1.5929,-0.4613,-0.6068,0.4848,0.0867,0.5269,1.0596,-0.6956,-0.1267,-0.4802,0.6205,-0.7314,0.4496,1.2997,0.464,-1.044,-0.0863,0.3271,-0.8396,1.5483,0.8325,-0.9105,-0.6092,0.0136,-0.1475,-0.5462,1.2269,-0.1467,-0.2493,1.0591,0.6373,1.522,0.0496,-0.3366,0.6585,0.3024,1.2917,-0.1281,-0.0232,-0.7235,1.1638,1.0811,0.2616,1.3164,0.7584,0.0618,1.199,0.0298,-0.0599,-0.2056,-0.556,-0.3558,-0.9411,0.3377,0.8811,0.9228,-0.8721,-0.9368,-0.0357,-0.4722,0.0186,-0.4914,1.1836,0.0197,-0.5066,0.0642,-0.6448,-0.7477,-0.2794
